title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve,genre,platform
The Island,,2005,PG-13/TV-14,6.8,55.0,2000-2009,6.01-7.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Like Water for Chocolate,,1992,R/TV-MA,7.1,87.0,1990-1999,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Arthur,,1981,PG/TV-PG,6.9,88.0,1980-1989,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Dune,,1984,PG-13/TV-14,6.5,52.0,1980-1989,6.01-7.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
The Last Seduction,,1994,R/TV-MA,7.0,94.0,1990-1999,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Romance', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
The Righteous Gemstones,TV,2019,R/TV-MA,8.1,75.0,2010-2019,8.01-8.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
Vice Principals,TV,2016,R/TV-MA,8.0,83.0,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
Adventures in Babysitting,,1987,PG-13/TV-14,6.9,72.0,1980-1989,6.01-7.00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Thunderbolt and Lightfoot,,1974,R/TV-MA,7.1,90.0,1970-1979,7.01-7.50,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Girls,TV,2012,R/TV-MA,7.3,89.0,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Akeelah and the Bee,,2006,PG/TV-PG,7.3,85.0,2000-2009,7.01-7.50,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Documentary', 'genres_Drama', 'genres_Family']",['platforms_hbo']
Weird Science,,1985,PG-13/TV-14,6.6,58.0,1980-1989,6.01-7.00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Fantasy', 'genres_Romance', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Storks,,2016,PG/TV-PG,6.8,66.0,2010-2019,6.01-7.00,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Children', 'genres_Comedy', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Eve's Bayou,,1997,R/TV-MA,7.3,82.0,1990-1999,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
American Pie 2,,2001,R/TV-MA,6.4,52.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Fantastic Beasts: The Crimes of Grindelwald,,2018,PG-13/TV-14,6.6,36.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Family', 'genres_Fantasy']","['platforms_hbo', 'platforms_hbo_max']"
Treme,TV,2010,R/TV-MA,8.2,97.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Musical']","['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Anna,,2019,R/TV-MA,6.6,36.0,2010-2019,6.01-7.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_LGBTQ', 'genres_Mystery', 'genres_Thriller']",['platforms_hbo']
Anna,,2019,R/TV-MA,6.6,36.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Horror'],['platforms_hbo']
Anna,,2017,R/TV-MA,2.3,,2010-2019,0-5.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_LGBTQ', 'genres_Mystery', 'genres_Thriller']","['platforms_amazon_prime', 'platforms_free', 'platforms_hbo', 'platforms_hbo_max']"
Anna,,2017,R/TV-MA,2.3,,2010-2019,0-5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Horror'],"['platforms_amazon_prime', 'platforms_free', 'platforms_hbo', 'platforms_hbo_max']"
She's the Man,,2006,PG-13/TV-14,6.3,43.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Family', 'genres_LGBTQ', 'genres_Romance', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Tess,,1979,PG/TV-PG,7.3,81.0,1970-1979,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']",['platforms_hbo']
Much Ado About Nothing,,2012,PG-13/TV-14,7.1,86.0,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
U-571,,2000,PG-13/TV-14,6.6,68.0,2000-2009,6.01-7.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,,2016,PG-13/TV-14,8.0,100.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Wit,,2001,PG-13/TV-14,8.0,83.0,2000-2009,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Smallfoot,,2018,PG/TV-PG,6.6,76.0,2010-2019,6.01-7.00,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
How to Lose a Guy in 10 Days,,2003,PG-13/TV-14,6.4,42.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Momentum Generation,,2018,PG-13/TV-14,8.1,100.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Water for Elephants,,2011,PG-13/TV-14,6.9,60.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
King in the Wilderness,,2018,PG-13/TV-14,8.0,100.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Zookeeper's Wife,,2017,PG-13/TV-14,7.0,63.0,2010-2019,6.01-7.00,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_History']",['platforms_hbo']
The Plot Against America,TV,2020,R/TV-MA,7.3,86.0,2020-2029,7.01-7.50,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Fantasy', 'genres_History', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Mea Maxima Culpa: Silence in the House of God,,2012,PG-13/TV-14,8.0,98.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Chris Rock: Bigger & Blacker,,1999,R/TV-MA,8.0,86.0,1990-1999,7.51-8.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
In Treatment,TV,2008,R/TV-MA,8.3,88.0,2000-2009,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Mildred Pierce,TV,2011,R/TV-MA,7.7,81.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Shaft,,2019,R/TV-MA,6.4,33.0,2010-2019,6.01-7.00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime']","['platforms_hbo', 'platforms_hbo_max']"
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,,2007,,8.3,100.0,2000-2009,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Bored to Death,TV,2009,R/TV-MA,7.9,79.0,2000-2009,7.51-8.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Mystery']","['platforms_hbo', 'platforms_hbo_max']"
Miss Pettigrew Lives for a Day,,2008,PG-13/TV-14,7.1,78.0,2000-2009,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Show Me a Hero,TV,2015,R/TV-MA,8.1,96.0,2010-2019,8.01-8.50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
I Love You Phillip Morris,,2009,R/TV-MA,6.6,71.0,2000-2009,6.01-7.00,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"['genres_Biography', 'genres_Comedy', 'genres_Crime', 'genres_Drama', 'genres_LGBTQ', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max', 'platforms_kanopy']"
The Hitcher,,1986,R/TV-MA,7.2,61.0,1980-1989,7.01-7.50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Cult', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
7 Days in Hell,,2015,R/TV-MA,7.1,86.0,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Sport']",['platforms_hbo']
Every Brilliant Thing,,2016,,8.5,100.0,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Hangover Part II,,2011,R/TV-MA,6.4,33.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Mystery']","['platforms_hbo', 'platforms_hbo_max']"
Life,,1999,R/TV-MA,6.8,50.0,1990-1999,6.01-7.00,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Mr. Show with Bob and David,TV,1995,R/TV-MA,8.3,100.0,1990-1999,8.01-8.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Western Stars,,2019,PG/TV-PG,7.5,94.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
High Maintenance,TV,2016,R/TV-MA,8.0,98.0,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
High Maintenance,TV,2016,R/TV-MA,8.0,98.0,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
High Maintenance,TV,2012,R/TV-MA,8.2,,2010-2019,8.01-8.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_free', 'platforms_hbo', 'platforms_hbo_max']"
High Maintenance,TV,2012,R/TV-MA,8.2,,2010-2019,8.01-8.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_free', 'platforms_hbo', 'platforms_hbo_max']"
Annabelle Comes Home,,2019,R/TV-MA,5.9,65.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
American Wedding,,2003,R/TV-MA,6.3,54.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
In Her Shoes,,2005,PG-13/TV-14,6.4,75.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
The Scheme,,2020,,7.0,100.0,2020-2029,6.01-7.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Paradise Lost 2: Revelations,,2000,,7.6,91.0,2000-2009,7.51-8.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
The Inventor: Out for Blood in Silicon Valley,,2019,PG-13/TV-14,7.1,78.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Life According to Sam,,2013,G/TV-G,8.2,100.0,2010-2019,8.01-8.50,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Stuber,,2019,R/TV-MA,6.2,41.0,2010-2019,6.01-7.00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
River's Edge,,1986,R/TV-MA,7.0,87.0,1980-1989,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Game Change,,2012,R/TV-MA,7.4,68.0,2010-2019,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
The Larry Sanders Show,TV,1992,R/TV-MA,8.4,100.0,1990-1999,8.01-8.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
The Young Pope,TV,2016,PG/TV-PG,8.4,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
McMillion$,TV,2020,PG-13/TV-14,7.2,88.0,2020-2029,7.01-7.50,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
The Stepfather,,1987,R/TV-MA,6.8,88.0,1980-1989,6.01-7.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['genres_Cult', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_free', 'platforms_hbo', 'platforms_hoopla']"
We're Here,TV,2020,R/TV-MA,8.0,100.0,2020-2029,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Reality']","['platforms_hbo', 'platforms_hbo_max']"
Alien³,,1992,R/TV-MA,6.5,44.0,1990-1999,6.01-7.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Horror', 'genres_Science_Fiction']",['platforms_hbo']
Grey Gardens,,2009,PG/TV-PG,7.4,87.0,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
American Woman,,2019,R/TV-MA,6.8,88.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Something Wild,,1986,R/TV-MA,6.9,90.0,1980-1989,6.01-7.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Mystery', 'genres_Romance', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
