title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve,genre,platform
Song of Parkland,,2019,PG/TV-PG,6.2,83.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
No me digas Solterona,,2018,,6.4,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
David Spade: Take the Hit,,1998,,6.5,,1990-1999,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary']",['platforms_hbo']
The End,,2004,,7.7,67.0,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_free', 'platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Liberty: Mother of Exiles,,2019,PG-13/TV-14,6.3,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
41,,2012,G/TV-G,6.4,,2010-2019,6.01-7.00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Pororo: The Racing Adventure,,2013,G/TV-G,5.3,,2010-2019,5.01-6.00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Koran by Heart,,2011,,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Sesame Street: Elmo's Playdate,,2020,G/TV-G,5.4,,2020-2029,5.01-6.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Family'],"['platforms_hbo', 'platforms_hbo_max']"
I Have Tourette's But Tourette's Doesn't Have Me,,2005,PG/TV-PG,7.6,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,,2020,G/TV-G,5.9,,2020-2029,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Fisherman,,2019,PG/TV-PG,7.9,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
Richard Jeni: A Big Steaming Pile of Me,,2005,,7.5,,2000-2009,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Esme & Roy,TV,2018,G/TV-G,6.7,,2010-2019,6.01-7.00,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Children', 'genres_Family', 'genres_Fantasy']","['platforms_free', 'platforms_hbo', 'platforms_hbo_max']"
Being Impossible,,2018,,6.4,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Tracy Morgan: Black & Blue,,2010,R/TV-MA,5.5,,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Asylum,,2008,R/TV-MA,4.1,,2000-2009,0-5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Horror', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Mr. Conservative: Goldwater on Goldwater,,2006,,7.4,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Michigan vs. Ohio State: The Rivalry,,2007,,7.8,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Friends of God: A Road Trip with Alexandra Pelosi,,2007,PG/TV-PG,6.6,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Runnin' Rebels of UNLV,,2011,,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Bob Saget: That Ain't Right,,2007,R/TV-MA,6.2,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
A Rape in a Small Town: The Florence Holway Story,,2005,,7.2,,2000-2009,7.01-7.50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Outside the Bubble: On the Road with Alexandra Pelosi,,2018,PG-13/TV-14,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Skulls II,,2002,R/TV-MA,4.6,,2000-2009,0-5.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Cedric the Entertainer: Taking You Higher,,2006,R/TV-MA,7.1,,2000-2009,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Musical', 'genres_Stand_up_Talk']",['platforms_hbo']
Más sabe el Diablo por Viejo,,2018,PG-13/TV-14,5.8,,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
About Face: Supermodels Then and Now,,2012,,6.6,,2010-2019,6.01-7.00,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Comedy', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
The Skulls III,,2004,PG-13/TV-14,4.7,,2000-2009,0-5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Celebrity Habla 2,,2010,PG/TV-PG,9.1,,2010-2019,9.01-9.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
"Autopsy: Sex, Lies and Murder",,2006,,7.4,,2000-2009,7.01-7.50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary']",['platforms_hbo']
"George Lopez: It's Not Me, It's You",,2012,R/TV-MA,5.1,,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Little Rock Central: 50 Years Later,,2007,,7.6,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Down and Dirty with Jim Norton,TV,2008,R/TV-MA,7.3,,2000-2009,7.01-7.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
The Enemy Within,,1994,,5.8,,1990-1999,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Fists of Freedom: The Story of the '68 Summer Games,,1999,,7.9,,1990-1999,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_History', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
A Little Curious,TV,1998,G/TV-G,7.1,,1990-1999,7.01-7.50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
"George Lopez: Tall, Dark & Chicano",,2009,R/TV-MA,5.4,,2000-2009,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
The Fence (La Barda),,2010,,6.9,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Pinochet's Last Stand,,2006,,6.1,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Collision Course,,1989,PG/TV-PG,4.6,,1980-1989,0-5.00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Dead Silence,,1997,R/TV-MA,6.1,,1990-1999,6.01-7.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Skinheads USA: Soldiers of the Race War,,1993,,6.2,,1990-1999,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Farruko: En letra de otro,,2019,PG-13/TV-14,,,2010-2019,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
The Latin Explosion: A New America,,2015,PG/TV-PG,7.3,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
El Piedra,,2018,,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Goodnight Moon & Other Sleepytime Tales,,2005,,7.7,,2000-2009,7.51-8.00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Night of Too Many Stars: America Unites for Autism Programs,,2017,R/TV-MA,5.6,,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Comedy'],['platforms_hbo']
El Techo,,2016,,7.0,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Drama'],['platforms_hbo']
Angel Rodriguez,,2005,R/TV-MA,4.9,83.0,2000-2009,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
The Royal Wedding Live with Cord and Tish!,,2018,PG-13/TV-14,6.1,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Comedy'],['platforms_hbo']
Lucy,,2018,,7.8,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Abuela's Luck,,2018,,7.5,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
The Battle of Amfar,,2013,PG-13/TV-14,6.9,,2010-2019,6.01-7.00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
The Adventures of Tom Thumb & Thumbelina,,2002,G/TV-G,5.1,,2000-2009,5.01-6.00,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Family', 'genres_Fantasy', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
ME 3.769,,2019,PG-13/TV-14,,,2010-2019,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Buzz,,2019,R/TV-MA,5.3,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
MXP: Most Xtreme Primate,,2004,G/TV-G,4.1,,2000-2009,0-5.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Family', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Rock and Roll Hall of Fame 2019 Induction Ceremony,,2019,PG-13/TV-14,8.2,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[],"['platforms_hbo', 'platforms_hbo_max']"
Stolen Daughters: Kidnapped By Boko Haram,,2018,PG-13/TV-14,6.3,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
City Dump: The Story of the 1951 CCNY Basketball Scandal,,1998,PG/TV-PG,7.6,,1990-1999,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_History', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Shot Heard 'Round the World,,2001,,7.5,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_History', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Panamerican Machinery,,2016,PG-13/TV-14,6.3,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']",['platforms_hbo']
Questioning Darwin,,2014,,5.2,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Requiem for the Dead: American Spring 2014,,2015,,7.0,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Mob Stories,,1993,PG-13/TV-14,7.1,,1990-1999,7.01-7.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[],"['platforms_hbo', 'platforms_hbo_max']"
Carro,,2018,,7.4,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Dios Inc.,TV,2016,,6.4,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Honeymooners,,2005,PG-13/TV-14,3.3,13.0,2000-2009,0-5.00,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Cult', 'genres_Drama', 'genres_Family', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
The Latino List,,2011,PG/TV-PG,7.3,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
White Mile,,1994,R/TV-MA,5.9,,1990-1999,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Sport', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
On Tour with Asperger's Are Us,TV,2019,,7.1,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Love Crimes Of Kabul,,2011,PG-13/TV-14,6.9,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
24/7: Kelly Slater,,2019,PG-13/TV-14,6.6,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
On Freddie Roach,TV,2012,R/TV-MA,7.3,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Reality', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
The Skin of Yesterday,,2019,PG/TV-PG,8.1,,2010-2019,8.01-8.50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Sermon on the Mount,,2017,,7.5,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Mann v. Ford,,2011,G/TV-G,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Head Office,,1985,PG-13/TV-14,5.5,,1980-1989,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
